codigo_completo,naturaleza,grupo,subgrupo,codigo,nombre,descripcion
5.3.03.08,5,3,03,08,Recargos por cambios en pasajes al interior y al exterior del país,Egresos por recargos o penalización por cambios en la utilización de pasajes al interior y al exterior del país.
5.3.03.09,5,3,03,09,Gastos de Representación en el Exterior,"Gastos ,desembol sosoerogacionesefectuadas por los servidores /asdel servicio exterior que ,enel ejercicio desucargoo atribuciones, efectivicen egresos con motivo de actividades de interés oficial en las que el funcionario/a actúe en representación del Estado ; valores que s erán liquidado senlosporcentajes que esta blezca para elefectoelenterectoren materia de remuneraciones."
5.3.03.10,5,3,03,10,Situaciones de Emergencia,"Egresos para laatención delapoblaciónvulnerableen situacion es de emergencia declarada,enla adquisición de alimentos viveres, medicinas, vituallas, menaje menor de casa, ropa y otros"
5.3.04,5,3,04,,"Instalación, Mantenimiento, Reparación y Demolición","Egresos por instalación, mantenimiento y reparación de muebles, inmuebles y otros para garantizar su utilización."
5.3.04,5,3,04,,25,"Instalación, Readecuación, Montaje de Exposiciones, Mantenimiento y Reparación de Espacios y Bienes Culturales Egresos para la instalación, readecuación, montaje de exposiciones, mantenimiento y reparación de espacios y bienes culturales."
5.3.04.01,5,3,04,01,Terrenos(Mantenimiento),Egresos para mantenimiento de predios urbanos y rurales.
5.3.04.02,5,3,04,02,"Edificios, Locales, Residencias y Cableado Estructurado (Instalación, Mantenimiento y Reparación)","Egresos por mantenimiento y reparación de edificios locales , residencias por armadaydesarmadade esta cionesde trabajo mamparas, piso, techo y cableado estructurado."
5.3.04.03,5,3,04,03,"Mobiliarios (Instalación, Mantenimiento y Reparación)","Egresos por instalación, mantenimiento y reparación de bienes muebles."
5.3.04.04,5,3,04,04,"Maquinarias y Equipos (Instalación, Mantenimiento y Reparación)","Egresos por instalación, mantenimiento, reparación de maquinarias y equipos, excepto equipos informáticos."
5.3.04.05,5,3,04,05,Vehículos (Servicio para Mantenimiento y Reparación),Egresos por el servicio de mantenimiento y reparación de vehículos 28
5.3.04.06,5,3,04,06,Herramientas(MantenimientoyReparación),Egresos por mantenimiento y reparación de herramientas.
5.3.04.08,5,3,04,08,BienesArtísticosyCulturales,Egresos por mantenimiento y reparación de objetos artísticos y culturales que constituyan acervo patrimonial público.
5.3.04.09,5,3,04,09,Libros y Colecciones,Egresos por mantenimiento y reparación de libros y colecciones de bibliotecas y oficinas públicas.
5.3.04.10,5,3,04,10,Bienes de Uso Bélico y deSeguridad Pública,"Egresos por instalación, mantenimiento y reparación de equipo bélico y de seguridad pública."
5.3.04.15,5,3,04,15,Bienes Biológicos,Egresos por el cuidado y crianza de bienes biológicos.
5.3.04.17,5,3,04,17,Infraestructura,"Egresos por mantenimiento, adecuación yreparación de infraestructura para garantizar su utilización durante su vida útil, excluyenlasmejoras, renovacion es o ampliacion esquetengan como propósitoaumentarel rendimientoylacapacidadde los activos fijos o prolongar significativam ente su vida útil esperada."
5.3.04.18,5,3,04,18,Mantenimiento de Áreas Verdes y Arreglo de Vías Internas,"Egresos por mantenimiento de áreas verdes, jardines, poda de árboles, hierbas, plantas, fertilización y arreglo de vías internas."
5.3.04.19,5,3,04,19,"Bienes Deportivos (Instalación, Mantenimiento y Reparación)","Egresos para instalación, mantenimiento y reparación de bienes deportivos."
5.3.04.26,5,3,04,26,"Demoliciones de Edificios, Locales, Residencias y Otros","Egresos destinados para la demolición, de edificios, locales, residencias y otros."
5.3.05,5,3,05,,Arrendamiento de Bienes,"Egresos por obligaciones derivadas del uso de bienes, de propiedad de terceros."
5.3.05.01,5,3,05,01,Terrenos(Arrendamiento),Egresos por alquiler de terrenos.
5.3.05.02,5,3,05,02,"Edificios, Locales y Residencias, Parqueaderos, Casilleros Judiciales y Bancarios (Arrendamiento)","Egresos por el alquiler de edificios, locales, residencias, parqueaderos, casilleros judiciales y bancarios."
5.3.05.03,5,3,05,03,Mobiliario (Arrendamiento),Egresos por alquiler de mobiliario.
5.3.05.04,5,3,05,04,Maquinarias y Equipos (Arrendamiento),"Egresos por alquiler de toda clase de maquinarias y equipos, excepto equipos informáticos."
5.3.05.05,5,3,05,05,Vehículos (Arrendamiento),Egresos por alquiler de vehículos necesarios para el desarrollo de actividades instituciona les
5.3.05.06,5,3,05,06,Herramientas (Arrendamiento),Egresos por alquiler de herramientas.
5.3.05.15,5,3,05,15,Bienes Biológicos (Alquiler),"Egresos por alquiler de bienes biológicos: plantas, semovientes y otros similares"
5.3.05.16,5,3,05,16,"Indumentaria, Prendas de protección, Accesorios y Otros","Egresos por alquiler deindumentaria,prendasde protección , accesorios y otros similaresdeutilizaciónen actos culturales y artísticos."
5.3.06,5,3,06,,"Contratación de Estudios, Investigaciones y Servicios Técnicos Especializados.","Egresos por servicios de investigación, evaluación, asesoría, estudio, diseño de proyectos y servicios técnicos especializados."
5.3.06.01,5,3,06,01,"Consultoría, Asesoría e Investigación Especializada","Egresos por servicios especializados de consultoría, asesoría e investigación profesional y técnica."
5.3.06.02,5,3,06,02,Servicio de Auditoría,Egresos por servicios especializados de auditoría.
5.3.06.04,5,3,06,04,Fiscalización e Inspecciones Técnicas,Egresos por servicios especializados para la entrega o recepción de obras o peritajes.
5.3.06.05,5,3,06,05,Estudio y Diseño de Proyectos,Egresos por servicios especializados para la elaboración de estudios y diseño de proyectos.
5.3.06.06,5,3,06,06,Honorarios por Contratos Civiles de Servicios,"Egresos por servicios profesionales o técnicos especializados , sin relación de dependencia para puesto scomprendidosen todos los grupos ocupacionales."
5.3.06.07,5,3,06,07,Servicios Técnicos Especializados,"Egresos porservicios de inspección técnica agropecuaria, prestación de servicios sociales para personas en situación de vulnerabilidad, registro eidentificacióndeinfr acciones alanormade tránsito y seguridad via l,desaduanizacióny legalización de mercaderías importadas, incluye servicios que recibe el avión presidencial en el exterior e interior y otros."
5.3.06.08,5,3,06,08,"Registro, Inscripción y Otros Egresos Previos a la Aceptación para Capacitación en el Exterior","Egresos de registro , inscripción y otros asociadosalosprocedimient os para la aceptacióndecandidaturas para capacitación en el exterior."
5.3.06.09,5,3,06,09,Investigaciones Profesionales y Análisis de Laboratorio,"Egresos para cubrirlarealizaciónde investigacion es profesionales yanálisisde laboratorio para laejecuciónde actividades de control, monitoreo y otras relacionadas con ámbitos especializados."
5.3.06.10,5,3,06,10,Servicios de Cartografía,Egresos por servicios de cartografía.
5.3.06.11,5,3,06,11,"Congresos, Seminarios y Convenciones","Egresos para financiar congresos, seminarios, convenciones y talleres dentro y fuera del país."
5.3.06.12,5,3,06,12,Capacitación a Servidores Públicos,Egresos por contratación de servicios especializados para la capacitación y adiestramiento exclusivam ente para servidores públicos. 29
5.3.06.13,5,3,06,13,CapacitaciónparalaCiudadaníaenGeneral,Egresos por contratación de servicios especializados para la capacitación y adiestramiento de la ciudadanía en general
5.3.07,5,3,07,,Egresos en Informática,"Egresos por alquiler , mantenimiento , reparación de equipos , sistemas , diseño , desarrollo , asesoría yevaluaciónde sistemas informáticos."
5.3.07.01,5,3,07,01,"Desarrollo, Actualización, Asistencia Técnica y Soporte de Sistemas Informáticos","Egresos por generación de programas integrados, análisis, diseño, implementación, actualización, asistencia técnica y soporte de sistemas informáticos."
5.3.07.02,5,3,07,02,Arrendamiento y Licencias de Uso de Paquetes Informáticos,"Egresos por arrendamiento de paquetes informáticos, licencias de software y páginas web."
5.3.07.03,5,3,07,03,Arrendamiento de Equipos Informáticos,Egresos por el alquiler de equipos informáticos.
5.3.07.04,5,3,07,04,Mantenimiento y Reparación de Equipos y Sistemas Informáticos,Egresos por mantenimiento y reparación de equipos y sistemas informáticos.
5.3.08,5,3,08,,Bienes de Uso y Consumo Corriente,"Egresos por adquisición de bienes, insumos y suministros necesarios para la administración y funcionamiento institucional."
5.3.08.01,5,3,08,01,Alimentos y Bebidas,Egresos por adquisición de alimentos y bebidas.
5.3.08.02,5,3,08,02,"Vestuario, Lencería, Prendas de Protección, Insumos y Accesorios para uniformes del personal de Protección,","Vigilancia y Seguridad. Egresos por adquisición de indumentaria, prendas de protección, insumos y accesorios para uniformes del personal de protección, vigilancia y seguridad."
5.3.08.03,5,3,08,03,Lubricantes,Egresos para lubricantes y aditivos en general.
5.3.08.04,5,3,08,04,Materiales de Oficina,"Egresos para suministros, materiales y accesorios de oficina."
5.3.08.05,5,3,08,05,Materiales de Aseo,Egresos para suministros y materiales de aseo y limpieza.
5.3.08.07,5,3,08,07,"Materiales de Impresión, Fotografía, Reproducción y Publicaciones","Egresos por suministros y materiales para imprenta, fotografía, reproducción, revistas, periódicos y otras publicaciones"
5.3.08.08,5,3,08,08,Instrumental Médico Quirúrgico,"Egresos para la adquisición de todo tipo de instrumental médico quirúrgico utilizado en los diferentes procedimientos quirúrgicos, excepto los equipos biomédicos."
5.3.08.09,5,3,08,09,Medicamentos,"Egresos por la adquisición de medicamentos que servirán para diagnóstico, tratamiento, mitigación, profilaxis, anomalía física, síntoma, restablecimiento corrección, modificación del equilibrio de las funciones orgánicas de los seres humanos; asociadaa las sustancias devalordietétic oconindicacionesterapéuti caso alimentos preparadosquereemplacen regímen es alimenticios especiales."
5.3.08.10,5,3,08,10,Dispositivos Médicos para Laboratorio Clínico y de Patología,Egresos para la adquisición de dispositivos médicos utilizadosen los servicios de laboratorio clínicoyde patología excepto los equipos biomédicos.
5.3.08.11,5,3,08,11,"Insumos, Materiales y Suministros para Construcción, Electricidad, Plomería, Carpintería, Señalización Vial,","Navegación, Contra Incendios y Placas Egresos por insumos, materiales y suministros para construcción, electricidad, plomería, carpintería, señalización vial, tránsito, navegación, contra incendios y placas."
5.3.08.12,5,3,08,12,Materiales Didácticos,"Egresos por la adquisición de suministros, materiales, libros y folletos destinados a actividades educativas y su distribución."
5.3.08.13,5,3,08,13,Repuestos y Accesorios,Egresos por la adquisición de repuestos y accesorios necesarios para el funcionamiento de los bienes.
5.3.08.14,5,3,08,14,"Suministros para Actividades Agropecuarias, Pesca y Caza","Egresos por la adquisición de suministros y materiales utilizados en las actividades agrícolas, ganaderas, caza y pesca"
5.3.08.15,5,3,08,15,Acuñación de Monedas,Egresos por la acuñación de monedas.
5.3.08.16,5,3,08,16,Derivados de Hidrocarburos para la Comercialización Interna,Egresos para cubrir obligaciones relacionadas con la importación de derivados de hidrocarburos.
5.3.08.17,5,3,08,17,Productos Agrícolas,Egresos por la adquisición de productos agrícolas en situaciones de excedente o escasez de producción.
5.3.08.19,5,3,08,19,Accesorios e Insumos Químicos y Orgánicos,"Egresos por la adquisición de accesorios e insumos químicos y orgánicos para prevención , control ,mitigaciónyerradicación de epidemias, pandemias y otros."
5.3.08.20,5,3,08,20,Menaje y Accesorios Descartables,"Egresos por la adquisición de menaje de hogar, cocina y accesorios descartables."
5.3.08.22,5,3,08,22,Condecoraciones,"Egresos para la adquisición de placas, medallas y similares para condecoraciones en actos protocolarios."
5.3.08.23,5,3,08,23,Egresos para Sanidad Agropecuaria,"Egresos por la adquisición de alimentos, medicinas para prevención y tratamiento, productos farmacéuticos, dispositivos médicos, aseo y accesorios, vacunas, reactivos, sustancias antisépticas y desinfectantes relacionados con sanidad agropecuaria (animal,vegetal,inocuidad de los alimentos , registro de productos agropecua riosycapacidadanalíticaen todas estas ramas)."
5.3.08.24,5,3,08,24,"Insumos, BienesyMaterialespara Producciónde Programasde Radio,Televisión, EventosCulturales, Artísticosy","Entretenimiento en General Egresos por la adquisición de insumos , bienes y materiales para la producción deprogramasde radio y televisión ,eventos culturales, artísticos y entretenimiento en general. 30"
5.3.08.25,5,3,08,25,InsumosyAccesoriosparaCompensarDiscapacidades,"Egresos en insumos médicos , accesorios ,electro doméstico s, menaje dehogaryequipamientode vivienda s para personas con capacidades especiales."
5.3.08.26,5,3,08,26,Dispositivos e Insumos Médicos de Uso General,"Egresos por la adquisición de dispositivos e insumos médicos para uso general ,utilizadosenlosdifer entes procedimientos médicos ,usadoen salud para diagnóstico,tr atamiento,rehabilitación, prevención oayudaenp rocesosfisiológicos,difer entes a los medicamentos farmacológicos, incluye ndesinfectantes para los dispositivos médicos ,excepto los equipos bio médicos de laboratorio y odontología."
5.3.08.27,5,3,08,27,Uniformes Deportivos,"Egresos para la adquisición o confección de uniformes para deportistas , entrenadores ycuerpotécnicoquerepres ente nal país y eventos deportivos de carácter local."
5.3.08.28,5,3,08,28,Materiales de Peluquería,Egresos para la adquisición de materiales de peluquería.
5.3.08.29,5,3,08,29,"Insumos, Materiales, Suministros y Bienes para Investigación","Egresos en insumos, materiales, suministros y bienes para investigación."
5.3.08.32,5,3,08,32,Dispositivos Médicos para Odontología,"Egresos para la adquisición de dispositivos médicos utilizados en odontología, excepto los equipos biomédicos."
5.3.08.33,5,3,08,33,Dispositivos Médicos para Imagen,"Egresos para la adquisición de dispositivos médicos utilizados en imagen, excepto los equipos biomédicos."
5.3.08.34,5,3,08,34,"Prótesis, Endoprótesis e Implantes Corporales","Egresos para la adquisición de prótesis, endoprótesis, órtesis, accesorios externos, accesorios odontológicos y otros necesarios para la reparación artificial, sustitución yrehabilitaciónde las parte smúsculo -esqueléticas,bucalesyórg anos de los sentidos."
5.3.08.36,5,3,08,36,"Muestras de Productos para Ferias, Exposiciones y Negociaciones Nacionales e Internacionales","Egresos por la adquisición de muestras de productos para ferias, exposiciones y negociaciones nacionales e internacionales."
5.3.08.45,5,3,08,45,Productos Homeopáticos,"Egresos para la adquisición de productos homeopáticos ,tinturamadreocep ahomeopática,dilucionesde conformidad a las reglas descritas en las farmacopeas homeopáticas."
5.3.08.46,5,3,08,46,Insumos para Medicina Alternativa,Egresos por la adquisición de insumos para medicina alternativa.
5.3.08.47,5,3,08,47,Bienes Biológicos,Egresos para adquirir plantas o animales vivos dedicados a la actividad agropecuaria.
5.3.10,5,3,10,,Pertrechos para la Defensa y Seguridad Pública,Egresos por bienes fungibles y no duraderos utilizados para fines militares y de seguridad pública.
5.3.10.01,5,3,10,01,Logística,Egresos por la adquisición de vituallas para la fuerza pública.
5.3.10.02,5,3,10,02,Suministros para la Defensa y Seguridad Pública,Egresos para la adquisición de municiones y otros materiales fungibles utilizados por la fuerza pública.
5.3.11,5,3,11,,Convenios de Adhesión para Adquisición de Medicamentos de Consulta Externa,Egresos para la aplicación de convenios de adhesión para la adquisición de medicamentos deconsulta externa delaRedde Salud Pública y entrega de medicamentos en farmacias externalizadas.
5.3.11.01,5,3,11,01,Convenios de Adhesión para Adquisición de Medicamentos de Consulta Externa en Farmacias Externalizadas,Egresos para el registro de la aplicación de convenios de adhesión para la adquisición de medicamentos deconsulta externa de la Red de Salud Pública y entrega de medicamentos en farmacias externalizadas.
5.3.14,5,3,14,,Bienes Muebles no Depreciables,Egresos para la adquisición de bienes muebles no depreciables.
5.3.14.03,5,3,14,03,Mobiliario,Egresos para la adquisición de mobiliario.
5.3.14.04,5,3,14,04,Maquinarias y Equipos,"Egresos para la adquisición de maquinarias y equipos, excepto de equipos informáticos."
5.3.14.06,5,3,14,06,Herramientas y Equipos menores,Egresos para la adquisición de herramientas y equipos menores.
5.3.14.07,5,3,14,07,"Equipos, Sistemas y Paquetes Informáticos","Egresos para la adquisición de equipos, sistemas y paquetes informáticos."
5.3.14.08,5,3,14,08,"Bienes Artísticos, Culturales, Deportivos y Símbolos Patrios","Egresos para la adquisición de objetos artísticos, culturales, deportivos, medallas, trofeos y símbolos patrios."
5.3.14.09,5,3,14,09,Libros y Colecciones,"Egresos para la adquisición de colecciones, libros, revistas y ediciones técnicas."
5.3.14.11,5,3,14,11,Partes y Repuestos,Egresos para adquisición de partes y repuestos.
5.3.15,5,3,15,,Bienes Biológicos no Depreciables,Egresos para la adquisición de plantas y/o animales vivos destinados al proceso productivo.
5.3.15.12,5,3,15,12,Semovientes,Egresos para la adquisición de animales.
5.3.15.14,5,3,15,14,Acuáticos,Egresos para la adquisición de especies relacionadas con el medio acuático.
5.3.15.15,5,3,15,15,Plantas,"Egresos para la adquisición de plantas o árboles, inclusive aquellas para recuperar tierras degradadas, proteger cuencas hidrográficas e integrar sistemas agroforestales."
5.3.16,5,3,16,,Fondos de Reposición,"Comprenden los fondos de caja chica y rotativos, estos ítems servirán únicamente para certificar la partida previa a la aprobaciónde los mismos ynoseránobjetode devengo de conformidad con lanormativavig ente .Unavezqueseefectúen los egresos la afectación presupuestaria deberá realizarse a los ítems correspondi entes 31"
5.3.16.01,5,3,16,01,FondosdeReposiciónCajasChicas,"Fondos que tienen como finalidad pagar obligaciones no previsibles, urgentes y de valor mínimo, su destino, límite, prohibición, operación y obligatoriedadseaplicarán de conformidad alanormativavig ente"
5.3.16.02,5,3,16,02,Fondos Rotativos,"Fondos destinadosparacubrir obligaciones que por sucaracterístic ano pueden ser realizados con los procesos normales de la gestión financiera institucional,sude stino,límite,prohibición, operación y obligatoriedadseaplicarán de conformidad a la normativa vigente."
5.6,5,6,,,EGRESOS FINANCIEROS,"Egresos para cubrir intereses, descuentos, comisiones y otros cargos de la deuda pública interna y externa."
5.6,5,6,,,04,Costos Financieros por la Venta Anticipada de Petróleo y Convenios con Entidades del Sector Público no Financiero Egresos financieros por la venta anticipada de petróleo y convenios con entidades del sector público no financiero.
5.6.01,5,6,01,,Títulos - Valores en Circulación,"Egresos por intereses, comisiones y descuentos en la negociación de títulos - valores."
5.6.01.02,5,6,01,02,Intereses por Bonos del Estado colocados en el Mercado Nacional,Egresos por intereses en bonos colocados en el mercado nacional.
5.6.01.03,5,6,01,03,Intereses por Bonos del Estado colocados en el Mercado Internacional,Egresos por intereses en bonos colocados en el mercado internacional.
5.6.01.06,5,6,01,06,"Descuentos, Comisiones y Otros Cargos en Títulos - Valores","Egresos por descuentos, comisiones y otros cargos incurridos en la negociación de Títulos - Valores."
5.6.01.07,5,6,01,07,"Descuentos, Comisiones y Otros Cargos en Títulos - Notas del Tesoro","Egresos por descuentos, comisiones y otros cargos incurridos en la negociación de Títulos - Notas del Tesoro."
5.6.02,5,6,02,,Intereses y Otros Cargos de la Deuda Pública Interna,Egresos por intereses de créditos internos que obtienen las entidades del sector público.
5.6.02.01,5,6,02,01,Sector Público Financiero,Egresos por intereses a entidades del sector público financiero.
5.6.02.02,5,6,02,02,Sector Público No Financiero,Egresos por intereses a entidades del sector público no financiero.
5.6.02.03,5,6,02,03,Sector Privado Financiero,Egresos por intereses a entidades del sector privado financiero
5.6.02.04,5,6,02,04,Sector Privado No Financiero,Egresos por intereses a entidades del sector privado no financiero.
5.6.02.05,5,6,02,05,Seguridad Social,Egresos por intereses pagados a la Seguridad Social.
5.6.02.06,5,6,02,06,Comisionesy Otros Cargos,Egresos por comisiones y otros cargos en la negociación de instrumentos de la deuda interna.
5.6.03,5,6,03,,Intereses y Otros Cargos de la Deuda Pública Externa,Egresos por intereses de créditos externos en operaciones que llevan a cabo las entidades del sector público.
5.6.03.01,5,6,03,01,A Organismos Multilaterales,Egresos por intereses a organismos multilaterales.
5.6.03.02,5,6,03,02,A Gobiernos y Organismos Gubernamentales,Egresos por intereses a gobiernos y organismos gubernamentales.
5.6.03.03,5,6,03,03,Al Sector Privado Financiero,Egresos por intereses a las entidades del sector privado financiero.
5.6.03.04,5,6,03,04,Al Sector Privado No Financiero,Egresos por intereses a las entidades del sector privado no financiero.
5.6.03.06,5,6,03,06,Comisionesy Otros Cargos,Egresos por comisiones y otros cargos en la negociación de instrumentos de deuda externa.
5.6.04.01,5,6,04,01,Costos Financieros por Venta Anticipada de Petróleo,Egresos por intereses de la venta anticipadade petróleo.
5.6.04.02,5,6,04,02,Costos Financieros por Convenios de Cooperación Interinstitucional,Egresos por intereses debido a la aplicación de convenios de cooperación interinstitucional.
5.7,5,7,,,OTROS EGRESOS CORRIENTES,"Egresos por impuestos, tasas, contribuciones, seguros, comisiones, dietas y otros originados en las actividades operacionales."
5.7.01,5,7,01,,"Impuestos, Tasas y Contribuciones",Egresos en tributos que gravan a las operaciones instituciona les
5.7.01.02,5,7,01,02,"Tasas Generales, Impuestos, Contribuciones, Permisos, Licencias y Patentes.","Egresos por servicios públicos, impuestos, peaje, rodaje, revisión vehicular, matrículas de vehículos, permisos de funcionamiento, licencias, patentes, registros sanitarios y toxicológicos, sustancias estupefacientes y psicotrópicas."
5.7.01.03,5,7,01,03,Tasas Portuarias y Aeroportuarias,"Egresos por servicios enpuertosfl uviales,marítimosyaéreos, incluye almacenajedemercaderías y otros de conformidad con las disposiciones legales vigentes."
5.7.01.04,5,7,01,04,Contribuciones Especiales y de Mejora,"Egresos por el pago de imposiciones a la propiedad, bienes y servicios específicos."
5.7.01.99,5,7,01,99,"Otros Impuestos, Tasas y Contribuciones",Egresos no especificados en los ítems anteriores.
5.7.02,5,7,02,,"Seguros, Costos Financieros y Otros Egresos","Egresos para seguros, comisiones financieras, devoluciones de garantías, fianzas, reajustes por actualización del valor nominal de préstamos e inversiones en títulos - valores y otros egresos financieros."
5.7.02.01,5,7,02,01,Seguros,"Egresos para contratos de seguros personales, propiedades y otros. 32"
5.7.02.03,5,7,02,03,ComisionesBancarias,"Egresos por servicios bancarios, financiero sy operacion es realizada sconinter mediación de organismos financiero s"
5.7.02.04,5,7,02,04,Reajustes de Inversiones,Egresos por reajustedelvalornominalde inversiones en préstamos y títulos - valores
5.7.02.05,5,7,02,05,Diferencial Cambiario,Costo derivado de la brecha entre la cotización de compra y venta de divisas.
5.7.02.06,5,7,02,06,"Costas Judiciales, Trámites Notariales, Legalización de Documentos y Arreglos Extrajudiciales","Egresos para costas judiciales, trámites notariales, legalización de documentos y arreglos extra judiciales"
5.7.02.07,5,7,02,07,Comisionesy Participaciones por Denuncias,Egresos para cubrir derechos de terceros por la denuncia de ilícitos.
5.7.02.11,5,7,02,11,Prima de Riesgo de Instituciones Financieras,Egresos para cubrir la prima de riesgo sobre el promedio de saldos de depósitos en las instituciones financieras de conformidad con la normativa vigente.
5.7.02.16,5,7,02,16,Obligaciones con el IESS por Responsabilidad Patronal,Egresos para obligaciones por responsabilidad patronal interpuestas por el IESS.
5.7.02.17,5,7,02,17,Obligaciones por Coactivas Interpuestas por el IESS,Egresos para sentencias en juicios de coactivas interpuestas por el IESS.
5.7.02.18,5,7,02,18,Intereses por Mora Patronal al IESS,Egresos para intereses generados en mora patronal con el IESS.
5.7.02.19,5,7,02,19,Devoluciones,Egresos destinados al reintegro de multas e intereses revocados y por pagos efectuados en exceso por parte de los contribuyentes.
5.7.02.20,5,7,02,20,Descuentos por pronto pago de tributos y otros,Egresos por aplicación de descuentos por pronto pago de tributos y otros.
5.7.03,5,7,03,,Dietas,"Egresos para representantes, miembros o vocales de directorios, juntas, comités o cuerpos colegiados que no perciben ingresos del Estado."
5.7.03.01,5,7,03,01,Dietas,"Egresos para representantes, miembros o vocales de directorios, juntas, comités o cuerpos colegiados que no perciben ingresos del Estado."
5.8,5,8,,,TRANSFERENCIAS O DONACIONES CORRIENTES,Comprenden las subvenciones sin contraprestación o donaciones otorgadas para fines operativos.
5.8.01,5,8,01,,Transferencias o Donaciones Corrientes al Sector Público,Transferencias o donaciones concedidas a entidades públicas.
5.8.01.01,5,8,01,01,A Entidades del Presupuesto General del Estado,Transferencias o donaciones destinadas a organismos y entidades que integran el Presupuesto General del Estado.
5.8.01.02,5,8,01,02,A Entidades Descentralizadas y Autónomas,Transferencias o donaciones destinadas a entidades descentralizadas y autónomas.
5.8.01.03,5,8,01,03,A Empresas Públicas,Transferencias o donaciones destinadas a empresas públicas.
5.8.01.04,5,8,01,04,A Gobiernos Autónomos Descentralizados,Transferencias o donaciones concedidas a gobiernos autónomos descentralizados.
5.8.01.06,5,8,01,06,A Entidades Financieras Públicas,Transferencias o donaciones destinadas a instituciones financieras públicas.
5.8.01.08,5,8,01,08,A Cuentas o Fondos Especiales,Transferencias o donaciones destinadas a financiar cuentas o fondos especiales.
5.8.01.12,5,8,01,12,A la Cuenta de Financiamiento de Derivados Deficitarios,Transferencias destinadas a la Cuenta de Financiamiento de Derivados Deficitarios.
5.8.02,5,8,02,,Transferencias o Donaciones Corrientes al Sector Privado Interno,Transferencias o donaciones concedidas por el Estado a personas naturales o jurídicas del sector privado.
5.8.02.03,5,8,02,03,Al Sector Privado Financiero,Transferencias o donaciones a entidades del sector privado financiero.
5.8.02.04,5,8,02,04,Al Sector Privado no Financiero,Transferencias o donaciones a entidades del sector privado no financiero.
5.8.02.05,5,8,02,05,Indemnizaciones por Afectaciones a los Derechos Humanos,"Indemnización que debe efectuar el Estado por violación de los derechos humanos, conforme sentencias de tribunales competentes, a favor de las personas afectadas."
5.8.02.08,5,8,02,08,Becas y Ayudas Económicas,Egresos para cubrirtotaloparcialm ente becas y ayudas económicas en todos los nive les educacion a les de conformidad a las disposiciones legales vigentes.
5.8.02.09,5,8,02,09,A Jubilados Patronales,"Pensiones jubilares mediante transferencias olidaria, mensual , directa ,unila teralyvitaliciaconfinesde asistencia social de conformidad a la normativa vigente."
5.8.02.11,5,8,02,11,A Pensionistas Vitalicios,Pensión vitalicia por reconocimiento público que otorga el Estado a personas por sus méritos de conformidad con las disposiciones legales vigentes.
5.8.03,5,8,03,,DonacionesCorrientes al Exterior,Donaciones concedidas al Exterior.
5.8.03.01,5,8,03,01,A Organismos Multilaterales,Donaciones concedidas a organismos multilaterales.
5.8.03.02,5,8,03,02,A Gobiernos y Organismos Gubernamentales,Donaciones a gobiernos y organismos gubernamentales. 33
5.8.03.04,5,8,03,04,AlSectorPrivadonoFinanciero,Donaciones con cedidasa entidades del sector privado no financiero
5.8.04,5,8,04,,Aportes y Participaciones al Sector Público,"Aportes por participaciones concedidas en leyes específicas a favor de organismos, instituciones y fondos legalmente constituidos."
5.8.04.06,5,8,04,06,Contribución 0.5% de las Planillas de Pago al IESS,Contribución 0.5% de las planillas de pago al IESS de conformidad con la normativa legal vigente.
5.8.04.07,5,8,04,07,Por Aplicación de Fondos Ajenos,Valores entregados a organismos.
5.8.04.08,5,8,04,08,Por Aplicación de Cuentas y Fondos Especiales,Aportes por participación en fondos y cuentas especiales creadas por disposiciones legales.
5.8.04.15,5,8,04,15,Entrega de Depósitos Inmovilizados,Asignaciones destinadas a cubrirlos valores de depósitos ala vistayaplazo inmovilizados pormásde diezaños enlas instituciones financieras.
5.8.05,5,8,05,,Subsidios,Asignación de recursos a favor de entes públicos y privados para financiar el déficit operacional por venta de bienes y servicios a fin de alentar determinadas actividades económicas y favorecer a grupos vulnerables.
5.8.05,5,8,05,,16,"Bono para Niños, Niñas y Adolescentes en Situación de Orfandad por muerte violenta de su Madre o Progenitora Asignación de recursos afavordeniños, niñas y adolescentes en situación de orfandad por muerte violentadesumadreo progenitora, que se encuentren habilitados para el pago conforme el Registro Social."
5.8.05.01,5,8,05,01,De Precios yTarifas a Entes Públicos,Asignación de recursos a entidades públicas para cubrir parte de su costo de ventas.
5.8.05.02,5,8,05,02,De Precios yTarifas a Entes Privados,Asignación de recursos a entes privados para cubrir parte del costo de ventas.
5.8.05.04,5,8,05,04,De Tarifas a Entes Privados,Asignación de recursos a entes privados para cubrir los egresos por prestación de servicios al público.
5.8.05.05,5,8,05,05,Subsidio a la Vivienda,Asignación de recursos para la dotación de vivienda a favor de las personas beneficiarias.
5.8.05.06,5,8,05,06,Bono de Desarrollo Humano,Asignación de recursos a personas que se encuentren habilitadas para el pago.
5.8.05.07,5,8,05,07,Adquisición de Insumos Agroquímicos,Asignación de recursos al productor agropecuario en la compra de productos agroquímicos con el fin de mejorar la productividad de las unidades productivas agropecuarias (UPA) por cada ciclo o cosecha.
5.8.05.08,5,8,05,08,Subsidio Consumo Interno de Derivados de Petróleo,Asignación de recursos destinados a transparentar el subsidio que el Estado asume por pérdidas que se generan en la comercialización interna de derivados de petróleo.
