codigo_completo,naturaleza,grupo,subgrupo,codigo,nombre,descripcion
7.8.06,7,8,06,,Aportes y Participaciones para Inversión a Gobiernos Autónomos Descentralizados y Regímenes Especiales,"Aportes y participaciones asi gnadasydeterminadas en cuerpos legales específicosenbeneficiode Gobiernos Autónomos Descentralizados y Regímenes Especiales, destinados exclusivamente para egresos de inversión."
7.8.06.42,7,8,06,42,AGobiernosAutónomosDescentralizadosProvincialesyRégimenEspecialdeGalápagosporelEjerciciodeNuevas,"Competencias Transferencia de recursos a favor de los gobiernos autónomos descentralizados Provinciales y Régimen Especial de Galápagos destinados a egresos de inversión, por el ejercicio de nuevas competencias."
7.8.12,7,8,12,,Transferencias para Usuarios con Enfermedades Catastróficas Beneficiarios de Cobertura Internacional y para,Convenios de Cooperación Técnica Internacional de Inversión Transferencias para usuarios con enfermedades catastróficas beneficiarios de cobertura Internacional de salud para convenios de cooperación técnica Internacional.
7.8.12.02,7,8,12,02,Convenio de Cooperación Técnica Internacional,"Transferencias para laparticipacióndel Ministerio de Salud Pública en el Fondo RotativodeVac unas para la adquisición de biológicos ,jeringas, equipos eimplementosd ecadenaenfrio""ProgramaAmp liadodeInmunizaciones"",de conformidad con las disposiciones legales vigentes."
8,8,,,,EGRESOS DE CAPITAL,"Egresos para la adquisición de bienes de larga duración (propiedad planta yequipo), su devengo produce contablemente modificaciones directas en la composición patrimonial del Estado, aumentando los activos y el monto de las inversiones financieras, incluye la concesión de transferencias sin contraprestación destinadas a la formación bruta de capital fijo."
8.4,8,4,,,BIENES DE LARGA DURACIÓN (PROPIEDADES PLANTA Y EQUIPO),"Egresos para la adquisición de bienes muebles, inmuebles, infraestructura e intangibles que se incorporan a la propiedad pública, incluyen egresos que permiten prolongar la vida útil de los activos, mejorar su rendimiento o reconstruirlos."
8.4.01,8,4,01,,Bienes Muebles,Egresos para adquisiciones de bienes muebles.
8.4.01.03,8,4,01,03,Mobiliarios,Egresos para la compra de mobiliario.
8.4.01.04,8,4,01,04,Maquinarias y Equipos,"Egresos para la compra de maquinarias y equipos, excepto equipos informáticos, médicos y odontológicos."
8.4.01.05,8,4,01,05,Vehículos,"Egresos para la compra de vehículos de transporte terrestre ,ferroviario aéreo, marítimo y fluvial."
8.4.01.06,8,4,01,06,Herramientas,Egresos para la compra de herramientas consideradas capitalizables.
8.4.01.07,8,4,01,07,"Equipos, Sistemas y Paquetes Informáticos","Egresos para la compra de equipos, sistemas y paquetes informáticos."
8.4.01.08,8,4,01,08,Bienes Artísticos y Culturales,Egresos para la compra de objetos artísticos y culturales que constituyan acervo patrimonial público.
8.4.01.09,8,4,01,09,Libros y Colecciones,"Egresos para la compra de libros, colecciones y ediciones técnicas considerados bienes de capital. 51"
8.4.01.11,8,4,01,11,PartesyRepuestos,Egresos para la compra de partes y repuestos considerados bienes de capital.
8.4.01.12,8,4,01,12,BienesdeSeguridadNacionalEstratégica,Egresos para la compra de bienes de seguridad nacional estratégica.
8.4.01.13,8,4,01,13,Equipos Médicos,"Egresos para la adquisición de equipos médicos y sus accesorios, excepto equipo odontológico."
8.4.01.15,8,4,01,15,Equipos Odontológicos,Egresos para la adquisición de equipos odontológicos y sus accesorios.
8.4.02,8,4,02,,Bienes Inmuebles,Egresos para adquisición de bienes inmuebles.
8.4.02.01,8,4,02,01,Terrenos(Inmuebles),Egresos para la compra de predios urbanos y rurales de conformidad con las necesidades de la función pública.
8.4.02.02,8,4,02,02,"Edificios, Locales y Residencias (Inmuebles)","Egresos para la compra de edificios, locales y residencias para fines de la función pública."
8.4.02.03,8,4,02,03,Bienes Prefabricados (Inmuebles),Egresos para la adquisición de bienes prefabricados que serán inventariados y podrán ser movilizados de una unidad administrativa a otra por necesidad institucional.
8.4.03,8,4,03,,Expropiaciones de Bienes,Egresos para indemnizar a terceros por la expropiación de bienes con fines públicos.
8.4.03.01,8,4,03,01,Terrenos(Expropiación),Egresos para indemnizar el valor de los predios urbanos o rurales declarados de utilidad pública.
8.4.03.02,8,4,03,02,"Edificios, Locales y Residencias (Expropiación)","Egresos para indemnizar el valor de edificios, locales y residencias, incluye los terrenos correspondi entes"
8.4.04,8,4,04,,Intangibles,Egresos para la adquisición del derecho y privilegio en el uso y/o explotación de activos intangibles.
8.4.04.01,8,4,04,01,"Patentes, Derechos de Autor, Marcas Registradas y Derecho de Llave.","Egresos por patentes, derechos de autor, marcas registradas y derecho de llave."
8.4.04.02,8,4,04,02,Licencias Computacionales,"Egresos por la adquisición de licencias computacionales, con duración superior a un año, de conformidad con la Norma Técnica de Contabilidad."
8.4.04.03,8,4,04,03,Sistemas de Información,"Egresos por la adquisición de sistemas de información, de conformidad con la Norma Técnica de Contabilidad."
8.4.04.04,8,4,04,04,Páginas Web,"Egresos por la adquisición de páginas web, de conformidad con la Norma Técnica de Contabilidad."
8.4.05,8,4,05,,Bienes Biológicos,"Egresos porla adquisición de plantas y/o animales vivos que seránsujetos deprocesos detransformación biológicapara cambios expresados en crecimiento, degradación, procreación u obtención de productos finales."
8.4.05.12,8,4,05,12,Semovientes,Egresos por la adquisición de animales destinados al trabajo y reproducción.
8.4.05.13,8,4,05,13,Bosques,Egresos para la compra de bosques y su explotación.
8.4.05.14,8,4,05,14,Acuáticos,Egresos para la adquisición de especies relacionadas con el medio acuático con fines reproductivos.
8.4.05.15,8,4,05,15,Plantas,Egresos para la adquisición de plantas o árboles delosqueseobtendrán productos agrícolas o productos procesadosluego de la recolección o cosecha.
8.7,8,7,,,INVERSIONES FINANCIERAS,"Egresos para inversiones en títulos - valores , acciones y participaciones de capital negociadosenel mercado financiero y el otorgamiento de préstamos de corto, mediano y largo plazo."
8.7.01,8,7,01,,InversionesenTítulos–Valores,"Inversiones en depósitos, títulos - valores, acciones y participaciones de capital de propiedad pública o privada."
8.7.01.01,8,7,01,01,Certificados del Tesoro Nacional,Inversiones en papeles fiduciarios emitidos por el Tesoro Nacional.
8.7.01.02,8,7,01,02,Bonos del Estado,Inversiones en bonos del Estado.
8.7.01.03,8,7,01,03,Depósitos a Plazo,Depósitos a plazo enunbancocomercialu otra institución financiera autor izadaycuya restitución está sujetaauntiempo determinado.
8.7.01.04,8,7,01,04,Compra de Acciones,Inversiones en acciones de una unidad productiva o financiera.
8.7.01.06,8,7,01,06,Participaciones de Capital,Egresos para inversiones temporales en participaciones de capital de una unidad productiva o financiera.
8.7.01.07,8,7,01,07,Participaciones Fiduciarias,Egresos para inversiones temporales en participaciones fiduciarias.
8.7.01.08,8,7,01,08,Inversiones IESS,Egresos para Inversiones de fondos del IESS en el BIESS.
8.7.01.98,8,7,01,98,Otros Títulos,Asignación para Inversiones temporales en otros títulos.
8.7.02,8,7,02,,Concesión de Préstamos,Egresos para el otorgamiento de préstamos a entes públicos o privados.
8.7.02.01,8,7,02,01,Al Presupuesto General del Estado,Asignaciones para inversiones en préstamos destinados a entidades del Presupuesto General del Estado. 52
8.7.02.02,8,7,02,02,AEntidadesDescentralizadasyAutónomas,Asignaciones para inversiones en préstamos a entidades clasificadas como descentralizadas y autónomas.
8.7.02.03,8,7,02,03,AEmpresasPúblicas,Asignaciones para inversiones en préstamos a los organismos clasificados como empresas públicas.
8.7.02.04,8,7,02,04,A Entidades del Gobierno Autónomo Descentralizado,Asignaciones para inversiones en préstamos a entidades del Gobierno Autónomo Descentralizado.
8.7.02.05,8,7,02,05,A la Seguridad Social,Asignaciones para inversiones en préstamos a la Seguridad Social.
8.7.02.06,8,7,02,06,A Entidades Financieras Públicas,Egresos para inversiones en préstamos a entidades financieras públicas.
8.7.02.07,8,7,02,07,Al Sector Privado,"Egresos para inversiones en préstamos al sector privado, incluye la concesión de anticipos contractuales o de remuneraciones."
8.7.02.15,8,7,02,15,A Organismos Externos Partícipes del Fondo Ecuador - Venezuela para el Desarrollo,"Egresos por inversiones en préstamos al sector externo,a través del Fondo Ecuador - Venezuela para el Desarrollo FEVDES a proyectos productivos con recursos reembolsables."
8.7.03,8,7,03,,Inversiones en Títulos - Valores,"Egresos para la inversión en depósitos, títulos - valores, acciones y participaciones de capital de propiedad pública o privada."
8.7.03.01,8,7,03,01,Certificados del Tesoro Nacional,Asignaciones para inversiones en papeles fiduciarios emitidos por el Tesoro Nacional.
8.7.03.02,8,7,03,02,Bonos del Estado,Asignaciones para inversiones en bonos del Estado.
8.7.03.04,8,7,03,04,Compra de Acciones,Asignaciones para inversiones en acciones de una unidad productiva o financiera.
8.7.03.06,8,7,03,06,Participaciones de capital,Egresos para inversiones en participaciones de capital de una unidad productiva o financiera.
8.7.03.07,8,7,03,07,Participaciones Fiduciarias,Asignaciones para inversiones en participaciones fiduciarias.
8.8,8,8,,,TRANSFERENCIAS O DONACIONES DE CAPITAL,Comprenden las subvenciones sin contraprestación o donaciones otorgadas por el Estado y que serán utilizadas en la adquisición de bienes de capital fijo.
8.8,8,8,,,06,"Aportes y Participaciones de Capital e Inversión a Gobiernos Autónomos Descentralizados y Regímenes Especiales Aportes y participaciones asi gnadasydeterminadas en cuerpos legales específicosenbeneficiode Gobiernos Autónomos Descentralizados y Regímenes Especiales, destinados exclusivamente para egresos de capital e inversión."
8.8.01,8,8,01,,Transferencias o Donaciones de Capital al Sector Público,Transferencias o donaciones de capital concedidas a entidades del Estado.
8.8.01.01,8,8,01,01,A Entidades del Presupuesto General del Estado,Transferencias o donaciones de capital concedidas a organismos y entidades que integran el Presupuesto General del Estado.
8.8.01.02,8,8,01,02,A Entidades Descentralizadas y Autónomas,Transferencias de no permanente concedidas a entidades descentralizadas y autónomas.
8.8.01.03,8,8,01,03,A Empresas Públicas,Transferencias o donaciones de capital concedidas a empresas públicas.
8.8.01.04,8,8,01,04,A Gobiernos Autónomos Descentralizados,Transferencias o donaciones de capital concedidas a Gobiernos Autónomos Descentralizados.
8.8.01.06,8,8,01,06,A Entidades Financieras Públicas,Transferencias o donaciones de capital concedidas a instituciones financieras públicas.
8.8.01.12,8,8,01,12,A Entidades de Educación Superior con Financiamiento Público,Transferencias o donaciones de capital provenientes de financiamiento público concedido a entidades de educación superior.
8.8.01.13,8,8,01,13,A Empresas Públicas con Financiamiento Público,Transferencias o donaciones de capital provenientes de financiamiento público concedido a empresas públicas.
8.8.02,8,8,02,,Transferencia o Donaciones de Capital al Sector Privado Interno,Transferencias o donaciones concedidas por el Estado a personas naturales o jurídicas del sector privado.
8.8.02.04,8,8,02,04,Al Sector Privado no Financiero,Transferencias o donaciones concedidas a entidades del sector privado no financiero.
8.8.02.05,8,8,02,05,TransferenciasoDonacionesaEmpresasPetrolerasPrivadasporaplicacióndelaDisposiciónTransitoriaPrimerade,"la Ley Reformatoria a la Ley de Hidrocarburos y a la Ley de Régimen Tributario Interno Transferencias o donaciones de capital a Empresas Petroleras Privadas por aplicación delaDisposición Transito riaPrim era de la Ley Reformatoria alaLeyde Hidrocarburos ya la Ley de Régimen Tributario Interno, por laterminaciónunilateralde los contratos petroleros y liquidación de los mismos."
8.8.04,8,8,04,,Aportes y Participaciones al Sector Público,"Aportes por participaciones concedidas en leyes específicas a favor de organismos, instituciones, fondos y proyectos legalmente constituidos."
8.8.04.08,8,8,04,08,Aplicación deCuentas y Fondos Especiales,Aportes por participación en fondos y cuentas especiales.
8.8.06,8,8,06,,37,A Gobiernos Autónomos Descentralizados Parroquiales Rurales por la aplicación del Modelo de Equidad Territorial Transferenciade recursos afavorde los Gobiernos Autónomos Descentralizados Parroquiales Rurales por laparticipación del Modelo de Equidad Territorial de conformidad al COOTAD.
8.8.06.24,8,8,06,24,"A Gobiernos Autónomos Descentralizados a través del Banco del Estado, Subvenciones PROMADEC","Transferenciade recursos a través delBancodel Estado afavorde los Gobiernos Autónomos Descentralizados beneficiarios de los créditos del Proyecto de Saneamiento Ambiental para el Desarrollo Comunitario, PROMADEC."
